city,country,id,latitude,longitude,name,state,zip
New Orleans,US,LA315,29.9696,-90.0322,Little loves Rescue,LA,70117
Lowell,US,AR164,36.2601,-94.136,Lowell Animal Shelter,AR,72745
Huntsville,US,AR64,36.0867,-93.7381,Paws & Claws Pet Shelter,AR,72740
Lacombe,US,LA130,30.3376,-89.9605,St. Tammany Parish Department of Animal Services,LA,70445
Jackson,US,MS13,32.32,-90.2524,"Community Animal Rescue & Adoption, Inc. (CARA)",MS,39209
New Orleans,US,LA79,30.5966,-89.947,Collie Rescue of South Louisiana,LA,70431
Jackson,US,MS41,32.2827,-90.2276,Mississippi Animal Rescue League (MARL),MS,39204
Cabot,US,AR58,34.9641,-92.0128,Cabot Animal Control,AR,72023
Cabot,US,AR355,34.9641,-92.0128,Arkansans Assisting Homeless Animals,AR,72023
Gravette,US,AR332,36.4226,-94.4525,Heavenly Paws NWA,AR,72736
Centerton,US,AR98,36.3615,-94.2833,Lone Pine Ranch Animal Shelter,AR,72719
Jackson,US,MS113,32.2932,-90.1896,American Brussels Griffon Rescue Alliance,MS,39201
Jackson,US,MS01,32.2986,-90.1847,Jackson Friends of Animal Shelter,MS,39205
Jackson,US,MS173,32.2986,-90.1847,Cheshire Abbey,MS,39236
Jackson,US,MS182,32.2986,-90.1847,Rescue Revolution of Mississippi,MS,39236
Rogers,US,AR125,36.3305,-94.1218,City of Rogers-Animal Services,AR,72758
Rogers,US,AR50,36.3319,-94.1183,Humane Society for Animals Inc.,AR,72757
Bentonville,US,AR260,36.374,-94.2074,Fabulous Felines NWA,AR,72712
Bentonville,US,AR67,36.374,-94.2074,Pug Rescue of Northwest Arkansas,AR,72712
Bentonville,US,AR345,36.374,-94.2074,Crystal Creek Animal Rescue League,AR,72712
Grove,US,OK02,36.5932,-94.7937,Second Chance Pet Rescue of Grove and Grand Lake,OK,74344
Grove,US,OK25,36.5932,-94.7937,Okie Dokie Cocker Spaniel Rescue,OK,74345
Florence,US,MS204,32.1836,-90.12,Central MS Turtle Rescue,MS,39073
Violet,US,LA09,29.9053,-89.8983,St. Bernard Parish Animal Control Center,LA,70092
Ward,US,AR155,34.9853,-91.8872,Arkansas Southern Dog Rescue,AR,72176
mount vernon,US,AR335,35.2213,-92.1444,Greener Days Ahead Rescue,AR,72111
Bella Vista,US,AR27,36.4679,-94.245,Bella Vista Animal Shelter,AR,72714
Bella VIsta,US,AR294,36.4679,-94.245,Paws To Love Me,AR,72714
Pearl River,US,LA243,30.3946,-89.7899,"It's a Grey Area Greyhound Adoption, Inc.",LA,70452
Slidell,US,LA117,30.275,-89.7811,Pontchartrain Humane Society,LA,70469
Slidell,US,LA48,30.2887,-89.7785,Slidell Animals Shelter-Animal Assistance of Slidell,LA,70458
Cleveland,US,MS04,33.7501,-90.7417,Cleveland/Bolivar County Animal Shelter,MS,38732
Pineville,US,MO713,36.5933,-94.3827,I'm your Huckleberry Rescue,MO,64856
Picayune,US,MS09,30.5367,-89.6828,Pearl River County SPCA,MS,39466
Eureka Springs,US,AR36,36.3934,-93.7415,Good Shepherd Humane Society,AR,72632
Winfield,US,KS93,37.2381,-96.9864,Cowley County Humane Society INC,KS,67156
Tucumcari,US,NM144,35.1792,-103.7027,"Paws & Claws Animal Rescue of Quay County, Inc.",NM,88401
Miami,US,OK307,36.8803,-94.8717,Save Our Souls Rescue,OK,74354
Miami,US,OK309,36.8803,-94.8717,Miami Animal Alliance Inc.,OK,74354
Washburn,US,MO11,36.5876,-93.9646,Haven of the Ozarks Animal Sanctuary,MO,65772
Seneca,US,MO488,36.8387,-94.6,Soft Hearts for Sad Eyes Animal Rescue,MO,64865
Searcy,US,AR96,35.2486,-91.7607,The Humane Society of Searcy,AR,72143
Heber Springs,US,AR56,35.4977,-92.0488,Heber Springs Humane Society,AR,72543
Harrison,US,AR25,36.2398,-93.1171,Ozark Humane Society,AR,72601
Harrison,US,AR340,36.2398,-93.1171,"Northwest Arkansas Rescue of Canines, Inc.",AR,72601
Neosho,US,MO516,36.8628,-94.3694,"Faithful Friends Animal Advocates, Inc",MO,64850
Greenwood,US,MS95,33.5165,-90.1777,Leflore County Humane Society,MS,38930
granby,US,MO546,36.8636,-94.2644,4 Paws of the 4 States,MO,64844
Bay St. Louis,US,MS106,30.3118,-89.3905,Friends of the Animal Shelter in Hancock County,MS,39520
Diamondhead,US,MS151,30.387,-89.3746,"Jethro's Anipal Sanctuary, Inc.",MS,39525
Shell Knob,US,MO706,36.6319,-93.6346,Sheltie Shack Rescue,MO,65747
Meraux,US,LA14,30.6722,-89.3644,Animal Adoption Society Inc.,LA,39470
Kingman,US,KS54,37.5236,-97.9889,Kingman County Humane Society,KS,67068
Hattiesburg,US,MS152,31.3167,-89.3466,Hub City Humane Society,MS,39402
Yellville,US,AR62,36.2264,-92.6848,Humane Society of Marion County,AR,72687
Yellville,US,AR344,36.2264,-92.6848,Have a Heart Humane Society,AR,72687
Mountain View,US,AR154,35.8667,-92.1162,Stone County Humane Society Inc.,AR,72560
Hattiesburg,US,MS17,31.3146,-89.3002,Southern Pines Animal Shelter,MS,39401
Joplin,US,MO04,37.0909,-94.5032,Joplin Humane Society,MO,64801
Parsons,US,KS104,37.3174,-95.2619,Proud Animal Lovers Shelter,KS,67357
Helena,US,AR224,34.5355,-90.6018,Humane Society of the Delta,AR,72342
Branson,US,MO638,36.6444,-93.2252,Paws and Hands United,MO,65616
Ruidoso,US,NM25,33.3473,-105.6742,Humane Society of Lincoln County,NM,88345
Carthage,US,MS202,32.7355,-89.5344,Remo's Rescue,MS,39051
Pratt,US,KS32,37.6476,-98.7337,Pratt Area Humane Society,KS,67124
Wichita,US,KS129,37.6922,-97.3372,Pals Animal Rescue Inc.,KS,67201
Wichita,US,KS59,37.6922,-97.3372,Kansas K-9 ResQ Inc.,KS,67201
Bay Springs,US,MS69,31.9786,-89.2878,"Happy Healthy Pet Adoption, Inc",MS,39422
Wichita,US,KS283,37.7011,-97.2799,Wichita Animal Action League,KS,67208
Andover,US,KS86,37.7032,-97.1269,"Country Cats, Inc.",KS,67002
Carthage,US,MO310,37.163,-94.3178,Spare Cat Rescue,MO,64836
Carthage,US,MO80,37.163,-94.3178,Carthage Humane Society,MO,64836
Gulfport,US,MS146,30.4625,-89.0967,Tired Dog Rescue,MS,39503
Alamogordo,US,NM109,32.8952,-105.9453,German Shepherd Dog Rescue of Southern New Mexico,NM,88310
Alamogordo,US,NM167,32.8952,-105.9453,Animal Village NM,NM,88310
Alamogordo,US,NM202,32.8952,-105.9453,Forever Homes Animal Rescue,NM,88310
Alamogordo,US,NM214,32.8952,-105.9453,Veterinary Medical Clinic,NM,88310
Leon,US,KS295,37.694,-96.7859,Heartstrings Animal Advocates,KS,67074
Aurora,US,MO220,36.9658,-93.7376,City of Aurora Animal Control,MO,65605
Wichita,US,KS217,37.7497,-97.3576,Dog N' Bone Rescue,KS,67204
Crane,US,MO314,36.9075,-93.5711,J.E.M. Pet Rescue,MO,65633
Wichita,US,KS64,37.7613,-97.3185,Kansas Humane Society of Wichita,KS,67219
Batesville,US,AR65,35.7697,-91.6408,Humane Society of Independence County,AR,72503
Forrest City,US,AR35,35.0085,-90.7833,Forrest City Area Humane Society,AR,72335
Benton,US,KS260,37.7886,-97.1075,Wichita Pug Rescue,KS,67017
Chaparral,US,NM106,32.2239,-106.2631,Standard Poodle Rescue of the Southwest,NM,88081
Reeds Spring,US,MO18,36.931,-93.4964,Tri-Lakes Humane Society,MO,65737
Mountain Home,US,AR156,36.3383,-92.3742,Ozark Dogs Rescue Organization,AR,72653
Mountain Home,US,AR95,36.3383,-92.3742,Humane Society of North Central Arkansas,AR,72653
Oakland,US,AR161,36.4596,-92.5729,Perry's Orphans Sanctuary Inc.,AR,72661
Oakland,US,AR229,36.4596,-92.5729,Gails Pets Second Chance,AR,72661
Melbourne,US,AR102,36.0633,-91.9048,Izard County Animal Rescue Effort (ICARE),AR,72556
Pittsburg,US,KS183,37.4218,-94.6986,Happy Tails Farm,KS,66762
El Dorado,US,KS116,37.8212,-96.8845,City of El Dorado Animal Shelter,KS,67042
El Paso,US,TX268,31.7684,-106.4284,Humane Society of El Paso,TX,79905
Rosalia,US,KS192,37.8151,-96.6197,Alex's House,KS,67132
Tunica,US,MS108,34.657,-90.3609,Tunica Humane Society,MS,38676
El Paso,US,TX362,31.7586,-106.4864,Pet Guardian Angel Welfare Association,TX,79938
Newport,US,AR213,35.5058,-91.1167,Jackson County Humane Society,AR,72112
Chanute,US,KS06,37.6793,-95.4624,Chanute Animal Shelter,KS,66720
Chanute,US,KS266,37.6793,-95.4624,Anns Angels Canine Rescue,KS,66720
Crenshaw,US,MS144,34.5025,-90.195,Hoovers Hause All Dog Rescue,MS,38621
Wynne,US,AR114,35.2246,-90.7835,Wynne Friends of Animals,AR,72396
El Paso,US,TX1244,31.8418,-106.537,Scooter's Place,TX,79912
Nixa,US,MO562,37.0467,-93.2897,Route 66 Rescue Inc.,MO,65714
Dodge City,US,KS41,37.7605,-100.019,Ford County Humane Society,KS,67801
Wright,US,KS44,37.7605,-100.019,Pets Miracle Network,KS,67801
Ocean Springs,US,MS174,30.4459,-88.7794,Friends of Jackson County Animal Shelter Pets,MS,39564
El Paso,US,TX123,31.9568,-106.595,Animal Rescue League of El Paso,TX,79821
Lamar,US,MO302,37.4961,-94.2828,Lamar Animal Shelter,MO,64759
Horseshoe Bend,US,AR01,36.2246,-91.7405,Friends of Horseshoe Bend Animals,AR,72512
Springfield,US,MO222,37.1299,-93.3013,4 The Love of K9s,MO,65810
Yates Center,US,KS48,37.8816,-95.7324,Yates Center Animal Shelter,KS,66783
Hutchinson,US,KS146,38.0608,-97.9294,Hutchinson Animal Shelter,KS,67504
Hutchinson,US,KS155,38.0899,-97.927,Lucky Dog Program - Friends of Animals in Need,KS,67502
Springfield,US,MO306,37.1708,-93.3035,Missouri/Kansas IG Rescue,MO,65807
Springfield,US,MO440,37.1708,-93.3035,C.A.R.E. Animal Rescue,MO,65807
Springfield,US,MO14,37.1629,-93.252,Greyhound Pet Adoption - Springfield MO,MO,65804
Springfield,US,MO633,37.1629,-93.252,Rescue One,MO,65804
Springfield,US,MO682,37.1629,-93.252,Opie's Special Needs English Bulldog Rescue,MO,65804
Springfield,US,MO711,37.1629,-93.252,Watching Over Whiskers,MO,65804
Gautier,US,MS24,30.3993,-88.6432,Jackson County Animal Shelter,MS,39553
Springfield,US,MO700,37.1962,-93.2861,HavaHeart Rescue,MO,65814
Springfield,US,MO392,37.2153,-93.2981,Boxer/Schnauzer Rescue of the Ozarks,MO,65801
Senatobia,US,MS110,34.618,-89.9555,Senatobia-Tate Co. Animal Shelter,MS,38668
La Harpe,US,KS232,37.8896,-95.2989,Allen County Animal Rescue Facility,KS,66751
Springfield,US,MO705,37.2403,-93.291,Humane Society of SW Missouri,MO,65803
Coldwater,US,MS198,34.6825,-89.983,Arkabutla Rescue Rehabilitation and Foster - ARRF,MS,38618
Lucedale,US,MS116,30.8793,-88.5785,Dixie Adoptables,MS,39452
Pascagoula,US,MS161,30.3629,-88.5461,Forever Home 4 Dogs Rescue,MS,39567
Hernando,US,MS125,34.8152,-90.0126,Volunteers of the Hernando Animal Shelter,MS,38632
Hernando,US,TN444,34.8152,-90.0126,Raisins From Heaven Ferret Rescue Sanctuary,TN,38632
Las Cruces,US,NM82,32.3195,-106.7495,From The Heart Animal Rescue,NM,88001
Las Cruces,US,NM198,32.3195,-106.7495,Cat's Meow Adoption Center,NM,88001
Sterling,US,KS211,38.2204,-98.2053,"Friends of Animals Rice County, Inc.",KS,67579
Madison,US,KS202,38.1353,-96.1361,Furever Friends,KS,66860
Las Cruces,US,NM179,32.3122,-106.7778,Action Programs for Animals,NM,88004
Larned,US,KS191,38.1766,-99.1287,Pawnee County Humane Society,KS,67550
Las Cruces,US,NM126,32.3151,-106.791,Enchanted Gardens Cat Rescue,NM,88005
Horn Lake,US,MS08,34.9534,-90.0424,DeSoto Animal Rescue Society,MS,38637
Horn Lake,US,MS71,34.9534,-90.0424,Friends of Horn Lake Animal Shelter,MS,38637
Horn Lake,US,MS192,34.9534,-90.0424,Charlie's Crusaders Pet Rescue,MS,38637
Meridian,US,MS64,32.3642,-88.7036,East Mississippi Animal Rescue,MS,39303
Seymour,US,MO333,37.198,-92.9143,Lost Tails Animal Rescue,MO,65746
Nesbit,US,MS51,34.8957,-89.9702,DeSoto County Animal Shelter,MS,38651
Nesbit,US,MS188,34.8957,-89.9702,Southern Friends Animal Society,MS,38651
Meridian,US,MS206,32.3637,-88.6821,Lauderdale County Animal Control,MS,39301
Fordland,US,MO462,37.1464,-92.768,The Least of These K9 Rescue,MO,65652
Nesbit,US,MS67,34.9775,-89.9968,Legacy German Shepherd Rescue,MS,38671
Southaven,US,MS79,34.9775,-89.9968,Southaven Animal Shelter,MS,38671
Southaven,US,MS168,34.9775,-89.9968,Snowden Grove Animal Hospital,MS,38671
Brighton,US,MO613,37.4581,-93.3472,Eden Animal Haven,MO,65617
Oxford,US,MS35,34.3674,-89.5235,Oxford Lafayette Humane Society,MS,38655
Nevada,US,MO374,37.84,-94.358,Nevada Animal Shelter,MO,64772
Jonesboro,US,AR128,35.8213,-90.6996,NEA Humane Society,AR,72401
Memphis,US,TN585,35.1419,-90.0463,Streetdog Foundation,TN,38103
Memphis,US,TN222,35.1494,-90.0489,Hearts of Gold Pit Rescue,TN,38173
Memphis,US,TN866,35.1494,-90.0489,Memphis Rottweiler Rescue,TN,38177
Olive Branch,US,MS72,34.943,-89.875,Save1Pet,MS,38654
Olive Branch,US,MS76,34.943,-89.875,Olive Branch Animal Shelter,MS,38654
Olive Branch,US,MS143,34.943,-89.875,Southern Jewel Dog Rescue,MS,38654
Olive Branch,US,MS166,34.943,-89.875,Mercer Animal Rescue,MS,38654
Olive Branch,US,MS193,34.943,-89.875,"Big River Animal Society, Inc.",MS,38654
McPherson,US,KS171,38.3757,-97.6651,McPherson Animal Shelter,KS,67460
McPherson,US,KS172,38.3757,-97.6651,Mary Ann Robinson Spay Neuter Assistance Program,KS,67460
McPherson,US,KS40,38.3757,-97.6651,McPherson County Humane Society,KS,67460
Grand Bay,US,AL387,30.4944,-88.3376,Wags and Whiskers,AL,36541
Burlington,US,KS30,38.2224,-95.7542,Burlington Animal Shelter,KS,66839
Memphis,US,TN198,35.133,-90.0057,The House of Mews,TN,38104
Memphis,US,TN802,35.133,-90.0057,ALIVE Rescue Memphis,TN,38104
Memphis,US,TN842,35.133,-90.0057,All Heart Animal Rescue,TN,38104
Memphis,US,TN199,35.0505,-89.9291,Sunny Meadows Safe Haven for Pets,TN,38118
Memphis,US,TN677,35.1096,-89.9453,Cyan's Private Garden Rescue,TN,38111
Memphis,US,TN308,35.1469,-89.9745,Real Good Dog Rescue,TN,38112
Great Bend,US,KS77,38.3775,-98.7848,Golden Belt Humane Society,KS,67530
Great Bend,US,KS270,38.3775,-98.7848,Hands of Hope Rescue,KS,67530
Great Bend,US,KS300,38.3775,-98.7848,Chasing Tails Rescue,KS,67530
Bolivar,US,MO43,37.6084,-93.4118,Polk County Humane Society,MO,65613
Bolivar,US,MO444,37.6084,-93.4118,City of Bolivar Animal Pound,MO,65613
Memphis,US,TN221,35.2246,-90.0026,Perfect Match Animal Rescue,TN,38127
Memphis,US,TN76,35.1144,-89.9045,Pet Matchmaker,TN,38117
Memphis,US,TN881,35.1557,-89.9243,Bark and Soul Animal Rescue,TN,38122
Memphis,US,TN147,35.0849,-89.8507,Mewtopia Cat Rescue,TN,38119
Randolph,US,MS184,34.0925,-89.1575,Second Chances,MS,38864
Memphis,US,TN117,35.1224,-89.8677,St. Francis Animal Rescue Refuge (SFARR),TN,38120
Memphis,US,TN800,35.1224,-89.8677,Memphis Pets Alive!,TN,38120
Starkville,US,MS155,33.4583,-88.8169,Grassroots Animal Rescue,MS,39759
Starkville,US,MS176,33.4583,-88.8169,"Oktoc Animal Rescue, Inc.",MS,39759
Germantown,US,TN112,35.088,-89.8052,Germantown Animal Shelter,TN,38138
Mobile,US,AL351,30.5965,-88.1906,Adopt a Kitty,AL,36619
Mobile,US,AL447,30.5965,-88.1906,"Hope4Hearts Animal Rescue, Inc.",AL,36619
Mississippi State,US,MS205,33.4519,-88.7886,The Homeward Bound Project of MS,MS,39762
Emporia,US,KS100,38.4097,-96.1881,Emporia Kansas Animal Shelter,KS,66801
Emporia,US,KS144,38.4097,-96.1881,H. Dale Buck Animal Welfare Memorial Fund Inc.,KS,66801
Emporia,US,KS205,38.4097,-96.1881,"Rockin' Paw Rescue & Adoption Network, Inc.",KS,66801
Emporia,US,KS234,38.4097,-96.1881,Purralot Kitty Rescue Inc.,KS,66801
Mobile,US,AL373,30.6674,-88.1803,Krewe de Rescue,AL,36685
Mobile,US,AL395,30.6674,-88.1803,Southern Treasures Animal Rescue,AL,36685
Bartlett,US,TN467,35.1934,-89.8698,Cat Atrium,TN,38134
Memphis,US,TN74,35.1934,-89.8698,Humane Society of Memphis & Shelby County,TN,38134
Mobile,US,AL67,30.6952,-88.1792,Mobile SPCA,AL,36608
Mobile,US,AL343,30.6952,-88.1792,Save a Stray,AL,36608
Hoisington,US,KS299,38.4846,-98.7396,Hoisington Veterinary Clinic,KS,67544
Mobile,US,AL218,30.7271,-88.1666,Mobile County Animal Shelter,AL,36618
Mobile,US,AL328,30.6594,-88.1635,"Project Purr Animal Rescue, Inc.",AL,36609
Bartlett,US,TN219,35.2275,-89.8555,Bartlett Animal Shelter,TN,38135
Cordova,US,TN238,35.1576,-89.7791,Kitties for Keeps,TN,38018
Cordova,US,TN257,35.1576,-89.7791,West Tennessee Border Collie Rescue,TN,38088
Cordova,US,TN654,35.1576,-89.7791,MidSouth Pug Rescue Inc,TN,38088
Mountainair,US,NM218,34.4875,-106.2038,Mountainair Animal Control,NM,87036
Memphis,US,TN465,35.2028,-89.8093,Dogs 2nd Chance,TN,38133
Memphis,US,TN850,35.2028,-89.8093,Memphis Animal Services,TN,38133
Collierville,US,TN229,35.0526,-89.6739,Hoping Hearts Shelter Pet Rescue,TN,38017
Collierville,US,TN167,35.0526,-89.6739,Collierville Animal Services,TN,38017
Collierville,US,TN791,35.0526,-89.6739,"Kitty City, Inc.",TN,38017
Collierville,US,TN180,35.0419,-89.6644,Shih-Tzu and Precious Paws Rescue,TN,38027
Cabool,US,MO207,37.1239,-92.1011,Kristina's Kritter's,MO,65689
Cabool,US,MO401,37.1239,-92.1011,Ozark Haven Rescue,MO,65689
Millington,US,TN834,35.3308,-89.8984,Guardian K9 Rescue Unit,TN,38053
Holly Springs,US,MS21,34.7696,-89.4472,Marshall County Humane Society,MS,38635
Holly Springs,US,MS140,34.7696,-89.4472,"Grace Rescue for Southern Paws, Inc.",MS,38635
Holly Springs,US,MS170,34.7696,-89.4472,Project Paws,MS,38635
Drexel,US,MO223,38.0949,-94.3501,WarmFuzzy's,MO,64742
Drexel,US,MO689,38.0949,-94.3501,Lucky 13 Rescue Inc.,MO,64742
Mobile,US,AL223,30.6332,-88.0877,Aide for Animals,AL,36605
Mobile,US,AL31,30.6332,-88.0877,Animal Rescue Foundation,AL,36605
Mobile,US,AL120,30.6817,-88.0679,City of Mobile Animal Shelter,AL,36604
Mobile,US,AL250,30.6817,-88.0679,Friends of the Mobile Animal Shelter,AL,36604
Mobile,US,AL423,30.6817,-88.0679,New Beginnings Animal Rescue and Transport,AL,36604
Mobile,US,AL338,30.6942,-88.0431,Alabama Animal Welfare Organization,AL,36601
Parker,US,KS280,38.3273,-94.9933,"Wigglebutts Aussie Rescue, Inc.",KS,66072
Paragould,US,AR15,36.0588,-90.5055,Paragould Animal Welfare Society,AR,72450
Paragould,US,AR37,36.0588,-90.5055,Small K9 Rescue,AR,72450
Paragould,US,AR78,36.0588,-90.5055,The Animal Farm,AR,72450
Arlington,US,TN772,35.2665,-89.7354,SOAR Dog Rescue,TN,38002
Arlington,US,TN878,35.2665,-89.7354,All 4s Rescue League,TN,38002
Mountain Grove,US,MO514,37.38,-92.3667,Wright Way Animal Compassion Assn,MO,65711
West Point,US,MS134,33.6059,-88.6454,West Point Clay County Animal Shelter,MS,39773
Rossville,US,TN57,35.081,-89.5276,Fayette County Animal Rescue,TN,38066
Moriarty,US,NM124,34.99,-106.0486,Torrance County Animal Shelter,NM,87035
Osceola,US,MO716,38.0376,-93.717,"R.A.V.E. Rescue, Inc",MO,64776
Miami,US,NM120,36.3492,-104.7929,Colfax Pet Rescue,NM,87729
Point Clear,US,AL97,30.4736,-87.9188,J & L Golden Retriever Rescue,AL,36564
New Albany,US,MS195,34.4919,-89.0128,Union County Humane Society,MS,38652
Birch Tree,US,MO196,36.9914,-91.4929,Thistle Hill Rescue,MO,65438
Brighton,US,TN502,35.4588,-89.716,Lab and All Breed Rescue Network-L.A.B.R.N.,TN,38011
Brighton,US,TN691,35.4588,-89.716,Angels Among Us Animal Rescue,TN,38011
Fairhope,US,AL101,30.5136,-87.8686,Baldwin County Humane Society (BARC!),AL,36532
Fairhope,US,AL258,30.5136,-87.8686,Fairhope Cat Coalition,AL,36532
Fairhope,US,AL84,30.5136,-87.8686,The Haven,AL,36532
Lebanon,US,MO683,37.6757,-92.664,"Pound Pullers of Lebanon, MO, Inc",MO,65536
Spanish Fort,US,AL408,30.6662,-87.8571,Dale's Den Rescue,AL,36527
Spanish Fort,US,AL425,30.6662,-87.8571,Third Coast Animal Rescue,AL,36527
Columbus,US,MS11,33.4956,-88.4272,Columbus-Lowndes Humane Society,MS,39703
Aberdeen,US,MS105,33.8459,-88.5491,Aberdeen Animal Shelter,MS,39730
Williamsburg,US,NM09,33.1283,-107.2578,Desert Haven Animal Refuge,NM,87901
Truth or Consequences,US,NM47,33.1283,-107.2578,Sierra Animal Shelter,NM,87901
Columbus,US,MS172,33.4866,-88.3679,"Shaw Pit Bull Rescue, Inc.",MS,39702
Williamsburg,US,NM200,33.0625,-107.2978,Companion Animal Action Team,NM,87942
Magnolia Springs,US,AL347,30.4022,-87.7756,All About Dogs Coastal Rescue,AL,36555
Magnolia Springs,US,AL358,30.4022,-87.7756,"Stray Love Foundation, Inc.",AL,36555
Tupelo,US,MS26,34.253,-88.7204,Tupelo-Lee Humane Society,MS,38801
Covington,US,TN571,35.5634,-89.6556,Covington Animal Rescue Effort,TN,38019
Raton,US,NM12,36.5967,-104.7378,Raton Humane Society,NM,87740
Ottawa,US,KS67,38.6275,-95.2407,Prairie Paws Animal Shelter,KS,66067
Edgewood,US,NM116,35.1185,-106.2042,Edgewood Animal Control,NM,87015
Dwight,US,KS249,38.8439,-96.5924,Kansas Second Time Around Animal Rescue,KS,66849
Tijeras,US,NM185,35.0346,-106.3012,Lap Dog Rescue of NM,NM,87059
Becker,US,MS175,33.9299,-88.4814,Bless Their Hearts Animal Rescue,MS,38825
Abilene,US,KS290,38.9105,-97.2046,Abilene Animal Hospital,KS,67410
Grove Hill,US,AL446,31.7103,-87.7778,Clarke County Animal Shelter,AL,36451
Blytheville,US,AR76,35.9258,-89.9064,Blytheville Humane Society,AR,72315
Warsaw,US,MO383,38.1167,-93.2756,River Hill Animal Rescue,MO,65355
Amory,US,MS83,33.9914,-88.4747,Southern Magnolia Boxer Rescue,MS,38821
Summerdale,US,AL32,30.4978,-87.6766,Baldwin County Animal Shelter,AL,36580
Hays,US,KS05,38.8788,-99.3186,Humane Society of the High Plains,KS,67601
Hays,US,KS102,38.8788,-99.3186,City of Hays Animal Control,KS,67601
Hays,US,KS147,38.8788,-99.3186,Western Plains Animal Refuge,KS,67601
Cerrillos,US,NM206,35.4439,-106.0892,Peace of Mind Rescue of NM,NM,87010
Wellsville,US,KS209,38.7113,-95.0932,Akbash Dogs International,KS,66092
Louisburg,US,KS196,38.6308,-94.6786,Olive's Hope Pet Rescue,KS,66053
Clinton,US,MO294,38.3696,-93.7679,Clinton Animal Shelter,MO,64735
Demopolis,US,AL310,32.5048,-87.8387,Bigbee Humane Society,AL,36732
Lamar,US,CO93,38.04,-102.5924,Lamar Animal Shelter,CO,81052
Santa Fe,US,NM135,35.6869,-105.9372,Dew Paws Rescue,NM,87500
Santa Fe,US,NM62,35.6869,-105.9372,Bridging The Worlds,NM,87504
Santa Fe,US,NM38,35.6812,-105.9525,Felines & Friends New Mexico ,NM,87501
Belen,US,NM208,34.6605,-106.7498,"Lazy S Rescue Ranch, Inc.",NM,87002
Orange Beach,US,AL445,30.3268,-87.5743,Orange Beach Animal Care and Control Program,AL,36561
Reform,US,AL435,33.4039,-88.0847,Pickens County Partners for Pets,AL,35481
Osage Beach,US,MO121,38.0172,-92.7426,Dogwood Animal Shelter,MO,65020
Junction City,US,KS161,39.024,-96.8381,Junction City/Geary County Animal Shelter,KS,66441
Linn Creek,US,MO51,38.0572,-92.8131,Blue Moon Sanctuary,MO,65052
Peralta,US,NM111,34.8173,-106.69,Almost Home NM,NM,87042
Whiteville,US,TN333,35.3586,-89.1832,"Hardeman County Humane Society, Inc.",TN,38075
Albuquerque,US,NM13,35.1013,-106.5168,Albuquerque Animal Welfare - Eastside,NM,87112
Los Lunas,US,NM203,34.8061,-106.7328,HART Homeless Animal Rescue Team,NM,87031
Santa Fe,US,NM41,35.62046,-106.13531,Santa Fe Animal Shelter & Humane Society,NM,87507
Albuquerque,US,NM133,35.0728,-106.5804,"EnchantMutts, Inc.",NM,87108
Albuquerque,US,NM59,35.0728,-106.5804,Animal Humane New Mexico,NM,87108
Saint Robert,US,MO628,37.8280961,-92.1776664,Kitten Division,MO,65584
Berryton,US,KS239,38.9519,-95.651,"Min Pins & More Rescue, Inc-KS",KS,66409
Minneapolis,US,KS228,39.1212,-97.7039,"SRL - Save, Rescue, Love that dog!",KS,67467
Albuquerque,US,NM61,35.1087,-106.5775,Central New Mexico Beagle Rescue,NM,87110
Albuquerque,US,NM219,35.1087,-106.5775,Paws and Stripes,NM,87110
Milford,US,KS221,39.1128,-96.8918,Corgi Connection of Kansas,KS,66514
Bolivar,US,TN452,35.2593,-89.0054,"Hardeman Adoptable Animals, Inc.",TN,38008
Albuquerque,US,NM51,35.0822,-106.6161,Doberman Rescue of New Mexico,NM,87106
Trinidad,US,CO256,37.1691,-104.4937,Noah's Ark Animal Welfare Association,CO,81082
Topeka,US,KS241,38.9948,-95.6656,Burlingame Road Animal Hospital,KS,66609
Topeka,US,KS163,39.0155,-95.7389,Colonel Potter Cairn Rescue Network - Heartland,KS,66614
Topeka,US,KS236,39.0155,-95.7389,Saving Death Row Dogs,KS,66614
Albuquerque,US,NM204,35.0824,-106.6476,Street Cat Hub,NM,87102
Albuquerque,US,NM114,35.0844,-106.6506,High Desert Cat Rescue & Adoption,NM,87190
Albuquerque,US,NM157,35.0844,-106.6506,Fabulous Felines,NM,87191
Albuquerque,US,NM160,35.0844,-106.6506,Enchantment Chihuahua Rescue LTD,NM,87199
Albuquerque,US,NM17,35.0844,-106.6506,New Mexico Animal Friends,NM,87196
Albuquerque,US,NM30,35.0844,-106.6506,PACA/AAR,NM,87154
Albuquerque,US,NM172,35.0844,-106.6506,"Hearts of Gold Rescue of NM, Inc.",NM,87199
Albuquerque,US,NM178,35.0844,-106.6506,"Pet-a-Bulls Rescue, Inc.",NM,87184
Albuquerque,US,NM182,35.0844,-106.6506,FAT KATZ,NM,87199
Albuquerque,US,NM192,35.0844,-106.6506,Junes Senior Cat Rescue,NM,87191
Topeka,US,KS01,38.9448,-95.2818,Mo/Kan Boxer Rescue,KS,66047
Laurie,US,MO141,38.2067,-92.8372,Ozarks Kat and K9 Shelter,MO,65038
Albuquerque,US,NM138,35.0423,-106.6893,Zia Australian Shepherd Club Rescue,NM,87105
Albuquerque,US,NM139,35.0423,-106.6893,Central NM German Shepherd Dog Club,NM,87105
